NAME,S1901_C01_001E,S1901_C01_013E
ZCTA5 54773,1353,74083
ZCTA5 90602,7659,74081
ZCTA5 96055,1582,74077
ZCTA5 74824,460,74076
ZCTA5 76445,164,74071
ZCTA5 56467,1059,74069
ZCTA5 15530,2047,74068
ZCTA5 93458,13286,74067
ZCTA5 78052,1854,74066
ZCTA5 77035,14159,74065
ZCTA5 72166,39,74064
ZCTA5 44843,952,74055
ZCTA5 43152,316,74051
ZCTA5 05340,335,74049
ZCTA5 56473,1356,74048
ZCTA5 15136,9832,74047
ZCTA5 23336,1685,74040
ZCTA5 72111,490,74038
ZCTA5 88125,24,74038
ZCTA5 39425,868,74036
ZCTA5 52405,11079,74034
ZCTA5 54749,595,74034
ZCTA5 60911,547,74034
ZCTA5 61778,265,74033
ZCTA5 49451,2222,74032
ZCTA5 24179,7824,74031
ZCTA5 58713,40,74030
ZCTA5 46342,11982,74029
ZCTA5 24602,276,74028
ZCTA5 76022,5679,74026
ZCTA5 15051,229,74020
ZCTA5 79928,17370,74016
ZCTA5 15235,14976,74016
ZCTA5 13760,18825,74015
ZCTA5 31069,7860,74014
ZCTA5 76264,600,74012
ZCTA5 54632,463,74012
ZCTA5 47281,473,74010
ZCTA5 63349,658,74009
ZCTA5 76474,137,74007
ZCTA5 84341,8390,74005
ZCTA5 04352,633,73999
ZCTA5 51555,1998,73998
ZCTA5 83501,14617,73994
ZCTA5 86327,4998,73989
ZCTA5 37352,1384,73981
ZCTA5 39216,1788,73980
ZCTA5 26253,1431,73980
ZCTA5 45841,366,73980
ZCTA5 57763,116,73980
ZCTA5 54637,96,73980
ZCTA5 48035,14844,73978
ZCTA5 04915,4176,73975
ZCTA5 62628,334,73975
ZCTA5 46721,1898,73974
ZCTA5 33615,18028,73973
ZCTA5 56221,307,73972
ZCTA5 15825,3817,73970
ZCTA5 14804,668,73970
ZCTA5 16362,391,73970
ZCTA5 51401,5188,73967
ZCTA5 65101,10634,73966
ZCTA5 44697,93,73963
ZCTA5 91605,16101,73962
ZCTA5 54410,927,73962
ZCTA5 54826,308,73960
ZCTA5 78941,1050,73959
ZCTA5 57337,44,73959
ZCTA5 05839,290,73957
ZCTA5 73463,1326,73954
ZCTA5 90008,14784,73947
ZCTA5 53594,2290,73946
ZCTA5 81201,4070,73941
ZCTA5 73530,168,73940
ZCTA5 04408,83,73934
ZCTA5 52583,150,73932
ZCTA5 06511,20397,73931
ZCTA5 03246,7075,73931
ZCTA5 45240,10090,73923
ZCTA5 66054,1020,73922
ZCTA5 71291,12966,73920
ZCTA5 70036,389,73919
ZCTA5 12175,277,73916
ZCTA5 44401,1108,73915
ZCTA5 50455,165,73914
ZCTA5 56338,653,73913
ZCTA5 17065,1517,73912
ZCTA5 49076,1435,73909
ZCTA5 75422,1172,73903
ZCTA5 78069,1737,73899
ZCTA5 12746,270,73897
ZCTA5 56158,156,73897
ZCTA5 88317,834,73893
ZCTA5 61533,792,73887
ZCTA5 36330,14439,73886
ZCTA5 95307,12681,73885
ZCTA5 73601,3991,73884
ZCTA5 77085,5444,73882
ZCTA5 51010,174,73879
ZCTA5 16218,463,73874
ZCTA5 52255,586,73873
ZCTA5 40069,3311,73872
ZCTA5 61760,968,73872
ZCTA5 26568,239,73871
ZCTA5 37149,1013,73869
ZCTA5 40507,1271,73865
ZCTA5 66436,2596,73860
ZCTA5 48001,5236,73852
ZCTA5 64492,694,73852
ZCTA5 54450,141,73848
ZCTA5 68927,569,73846
ZCTA5 51527,248,73846
ZCTA5 61048,1634,73835
ZCTA5 58790,666,73834
ZCTA5 60435,18962,73832
ZCTA5 37725,6485,73832
ZCTA5 13155,217,73830
ZCTA5 48162,11506,73829
ZCTA5 81323,2166,73828
ZCTA5 95525,672,73828
ZCTA5 67870,461,73825
ZCTA5 68661,2290,73821
ZCTA5 22610,674,73817
ZCTA5 55918,397,73814
ZCTA5 95417,89,73807
ZCTA5 86321,826,73805
ZCTA5 84123,13860,73803
ZCTA5 02893,13359,73801
ZCTA5 22644,1013,73798
ZCTA5 63070,2861,73797
ZCTA5 05051,656,73796
ZCTA5 76205,7450,73795
ZCTA5 85648,6170,73795
ZCTA5 62346,77,73795
ZCTA5 16327,1075,73791
ZCTA5 61924,971,73791
ZCTA5 18629,778,73787
ZCTA5 79561,183,73787
ZCTA5 06708,11453,73786
ZCTA5 25504,5091,73786
ZCTA5 10975,72,73786
ZCTA5 12424,101,73782
ZCTA5 43347,465,73777
ZCTA5 58467,236,73771
ZCTA5 87015,6066,73770
ZCTA5 92322,286,73769
ZCTA5 59463,65,73766
ZCTA5 29579,16891,73765
ZCTA5 58752,129,73761
ZCTA5 68861,33,73755
ZCTA5 13827,5227,73754
ZCTA5 75684,2402,73754
ZCTA5 50568,537,73753
ZCTA5 38362,413,73753
ZCTA5 74533,360,73744
ZCTA5 70816,16626,73743
ZCTA5 53933,1393,73743
ZCTA5 49029,566,73743
ZCTA5 62540,666,73738
ZCTA5 33016,15816,73735
ZCTA5 33713,13782,73735
ZCTA5 81155,103,73732
ZCTA5 83401,14116,73730
ZCTA5 85139,5645,73730
ZCTA5 50668,472,73729
ZCTA5 61111,9539,73728
ZCTA5 45365,11836,73727
ZCTA5 11692,7408,73727
ZCTA5 82838,241,73727
ZCTA5 75468,393,73721
ZCTA5 49727,2909,73717
ZCTA5 70364,10724,73714
ZCTA5 92372,1988,73714
ZCTA5 23601,11082,73710
ZCTA5 95511,77,73709
ZCTA5 73130,7756,73708
ZCTA5 97824,722,73706
ZCTA5 95207,18401,73705
ZCTA5 47712,10055,73704
ZCTA5 64658,1243,73704
ZCTA5 23043,756,73693
ZCTA5 99827,946,73692
ZCTA5 39532,14071,73691
ZCTA5 23942,538,73691
ZCTA5 98584,13761,73690
ZCTA5 04428,1272,73690
ZCTA5 78411,9362,73689
ZCTA5 54642,801,73686
ZCTA5 21804,14830,73681
ZCTA5 22973,2348,73680
ZCTA5 84337,4303,73674
ZCTA5 62865,813,73674
ZCTA5 47648,1795,73672
ZCTA5 15144,1877,73670
ZCTA5 57313,496,73669
ZCTA5 49120,14611,73667
ZCTA5 61356,4621,73667
ZCTA5 30292,1862,73664
ZCTA5 64725,814,73663
ZCTA5 37181,706,73662
ZCTA5 56186,177,73662
ZCTA5 56516,117,73662
ZCTA5 34104,10404,73659
ZCTA5 46504,1226,73659
ZCTA5 68666,615,73657
ZCTA5 04676,578,73657
ZCTA5 33565,6187,73656
ZCTA5 29726,653,73656
ZCTA5 14217,11033,73654
ZCTA5 30121,9507,73654
ZCTA5 63048,1375,73652
ZCTA5 19979,297,73652
ZCTA5 62809,57,73651
ZCTA5 51245,564,73650
ZCTA5 49064,1365,73647
ZCTA5 62277,496,73645
ZCTA5 30240,11033,73644
ZCTA5 43080,1897,73644
ZCTA5 37690,1852,73637
ZCTA5 05083,86,73637
ZCTA5 35466,2036,73636
ZCTA5 14709,587,73635
ZCTA5 67106,179,73628
ZCTA5 24487,174,73625
ZCTA5 49676,1537,73624
ZCTA5 61831,83,73623
ZCTA5 50274,89,73622
ZCTA5 51528,342,73620
ZCTA5 44849,918,73619
ZCTA5 40391,14434,73618
ZCTA5 31028,2197,73615
ZCTA5 30056,802,73615
ZCTA5 17222,4635,73611
ZCTA5 44629,1181,73607
ZCTA5 54845,36,73606
ZCTA5 84752,284,73605
ZCTA5 67859,221,73604
ZCTA5 78041,14459,73602
ZCTA5 61235,694,73596
ZCTA5 02542,306,73596
ZCTA5 27522,4813,73591
ZCTA5 77378,5293,73590
ZCTA5 93925,396,73590
ZCTA5 14173,71,73589
ZCTA5 36619,5670,73585
ZCTA5 65239,726,73584
ZCTA5 70767,5700,73581
ZCTA5 06088,2407,73581
ZCTA5 44626,1202,73581
ZCTA5 05774,433,73580
ZCTA5 46001,3983,73578
ZCTA5 79720,10776,73576
ZCTA5 61322,535,73576
ZCTA5 82227,96,73576
ZCTA5 18421,1851,73575
ZCTA5 22842,2110,73574
ZCTA5 79754,62,73574
ZCTA5 99116,775,73573
ZCTA5 56309,575,73571
ZCTA5 46070,809,73569
ZCTA5 93461,506,73567
ZCTA5 57322,131,73566
ZCTA5 77518,3672,73565
ZCTA5 36521,2436,73562
ZCTA5 01604,15426,73560
ZCTA5 68626,280,73558
ZCTA5 56543,98,73553
ZCTA5 63359,520,73551
ZCTA5 50258,464,73549
ZCTA5 19973,9612,73546
ZCTA5 58456,267,73535
ZCTA5 76631,183,73533
ZCTA5 61278,166,73532
ZCTA5 99694,525,73527
ZCTA5 58775,47,73526
ZCTA5 14516,888,73524
ZCTA5 84023,68,73524
ZCTA5 47012,4136,73523
ZCTA5 95986,47,73521
ZCTA5 32565,2010,73520
ZCTA5 30137,743,73520
ZCTA5 34739,263,73519
ZCTA5 68651,490,73518
ZCTA5 67671,656,73516
ZCTA5 47443,497,73516
ZCTA5 03222,2284,73512
ZCTA5 68632,1551,73512
ZCTA5 62024,4107,73509
ZCTA5 48637,1287,73507
ZCTA5 68106,9640,73505
ZCTA5 47231,253,73504
ZCTA5 85282,24431,73501
ZCTA5 16402,326,73501
ZCTA5 74429,5490,73498
ZCTA5 51005,660,73498
ZCTA5 67734,95,73498
ZCTA5 72176,2992,73496
ZCTA5 12983,3514,73489
ZCTA5 95240,16499,73487
ZCTA5 46706,7708,73486
ZCTA5 75124,1806,73486
ZCTA5 90047,17197,73485
ZCTA5 84737,6494,73482
ZCTA5 75850,474,73480
ZCTA5 79056,35,73480
ZCTA5 56175,1174,73478
ZCTA5 54670,516,73473
ZCTA5 50516,271,73469
ZCTA5 56668,68,73469
ZCTA5 92320,3218,73467
ZCTA5 60425,2870,73464
ZCTA5 25411,5329,73462
ZCTA5 51458,535,73459
ZCTA5 68838,103,73458
ZCTA5 17842,3382,73456
ZCTA5 52531,2394,73456
ZCTA5 51443,568,73455
ZCTA5 78886,150,73455
ZCTA5 93625,2442,73453
ZCTA5 99780,675,73453
ZCTA5 72085,88,73450
ZCTA5 50535,457,73449
ZCTA5 65739,382,73449
ZCTA5 39359,112,73449
ZCTA5 57725,148,73447
ZCTA5 51249,1407,73446
ZCTA5 13315,576,73445
ZCTA5 96015,46,73443
ZCTA5 44662,3819,73442
ZCTA5 18405,1007,73442
ZCTA5 47949,420,73440
ZCTA5 42170,528,73437
ZCTA5 56583,86,73437
ZCTA5 37885,2565,73436
ZCTA5 97635,94,73435
ZCTA5 61739,1883,73423
ZCTA5 64482,1024,73423
ZCTA5 01344,550,73423
ZCTA5 47861,223,73422
ZCTA5 56401,12662,73421
ZCTA5 61375,474,73420
ZCTA5 71049,1280,73417
ZCTA5 83116,323,73417
ZCTA5 61361,472,73415
ZCTA5 65230,215,73415
ZCTA5 83232,196,73414
ZCTA5 13491,1248,73412
ZCTA5 18419,1666,73411
ZCTA5 15617,152,73411
ZCTA5 28146,11941,73409
ZCTA5 72389,152,73409
ZCTA5 24432,177,73408
ZCTA5 50563,1156,73405
ZCTA5 59221,773,73405
ZCTA5 66080,325,73399
ZCTA5 67480,597,73398
ZCTA5 01905,8338,73396
ZCTA5 15905,8973,73395
ZCTA5 58501,12787,73391
ZCTA5 24067,912,73390
ZCTA5 95313,468,73390
ZCTA5 56376,141,73389
ZCTA5 15359,82,73389
ZCTA5 02150,13158,73388
ZCTA5 97537,2879,73386
ZCTA5 74646,49,73386
ZCTA5 68958,262,73382
ZCTA5 68463,574,73381
ZCTA5 59749,831,73379
ZCTA5 59486,465,73376
ZCTA5 56355,219,73376
ZCTA5 29644,7723,73374
ZCTA5 76431,1426,73373
ZCTA5 05760,379,73373
ZCTA5 62923,174,73368
ZCTA5 59912,5864,73366
ZCTA5 32405,13232,73363
ZCTA5 28451,15753,73360
ZCTA5 26209,65,73360
ZCTA5 50138,5110,73359
ZCTA5 72903,11296,73355
ZCTA5 74066,12240,73352
ZCTA5 45319,135,73345
ZCTA5 57632,282,73344
ZCTA5 75846,1183,73343
ZCTA5 18635,1509,73338
ZCTA5 75414,1264,73338
ZCTA5 27921,1757,73335
ZCTA5 32011,5318,73333
ZCTA5 12517,170,73333
ZCTA5 55744,8772,73332
ZCTA5 85741,13989,73330
ZCTA5 97543,198,73328
ZCTA5 70466,3187,73327
ZCTA5 30567,1173,73326
ZCTA5 46574,3554,73325
ZCTA5 72069,585,73322
ZCTA5 23824,2571,73319
ZCTA5 57428,204,73312
ZCTA5 04002,2925,73311
ZCTA5 68791,832,73309
ZCTA5 99102,220,73303
ZCTA5 31320,3244,73301
ZCTA5 27972,39,73300
ZCTA5 43944,1040,73295
ZCTA5 46148,2089,73289
ZCTA5 03878,5272,73287
ZCTA5 55723,831,73287
ZCTA5 03446,2725,73286
ZCTA5 34482,7091,73284
ZCTA5 29073,17813,73282
ZCTA5 83313,1412,73280
ZCTA5 18417,375,73280
ZCTA5 18229,3793,73279
ZCTA5 99782,126,73278
ZCTA5 48420,8663,73276
ZCTA5 29505,9887,73272
ZCTA5 31626,1428,73272
ZCTA5 03595,392,73271
ZCTA5 99568,161,73270
ZCTA5 68640,511,73258
ZCTA5 59425,1328,73257
ZCTA5 54648,630,73256
ZCTA5 49328,1574,73255
ZCTA5 98295,1012,73253
ZCTA5 98418,4047,73252
ZCTA5 57435,117,73250
ZCTA5 47117,1707,73246
ZCTA5 31773,1671,73246
ZCTA5 43164,779,73246
ZCTA5 25125,443,73246
ZCTA5 26716,279,73242
ZCTA5 24401,15783,73235
ZCTA5 85323,13318,73234
ZCTA5 85041,17415,73233
ZCTA5 84511,1493,73232
ZCTA5 65658,717,73232
ZCTA5 84535,1097,73229
ZCTA5 68937,840,73229
ZCTA5 18829,296,73229
ZCTA5 84307,337,73228
ZCTA5 13126,13507,73227
ZCTA5 74840,681,73225
ZCTA5 99749,78,73224
ZCTA5 37918,18065,73223
ZCTA5 14482,3562,73223
ZCTA5 47018,1697,73223
ZCTA5 97444,2691,73222
ZCTA5 84741,2426,73219
ZCTA5 61616,2788,73216
ZCTA5 12849,143,73216
ZCTA5 32084,13011,73214
ZCTA5 17082,1166,73214
ZCTA5 33847,50,73214
ZCTA5 79538,93,73209
ZCTA5 50438,1763,73208
ZCTA5 80915,8396,73207
ZCTA5 12449,1228,73207
ZCTA5 59829,1098,73207
ZCTA5 77590,11618,73204
ZCTA5 05149,888,73203
ZCTA5 37804,9504,73202
ZCTA5 06280,1277,73199
ZCTA5 43942,1033,73197
ZCTA5 49318,507,73197
ZCTA5 55990,403,73197
ZCTA5 95615,295,73195
ZCTA5 87523,243,73192
ZCTA5 13494,110,73191
ZCTA5 77974,159,73184
ZCTA5 17345,3342,73182
ZCTA5 97005,11850,73178
ZCTA5 45135,2054,73178
ZCTA5 67068,1893,73178
ZCTA5 43060,1006,73176
ZCTA5 48092,10058,73174
ZCTA5 68664,137,73171
ZCTA5 17868,545,73169
ZCTA5 38104,13218,73165
ZCTA5 61721,276,73157
ZCTA5 33778,6218,73156
ZCTA5 33351,11911,73152
ZCTA5 32526,14676,73150
ZCTA5 44836,1000,73150
ZCTA5 33947,4401,73148
ZCTA5 83336,2011,73148
ZCTA5 62248,158,73143
ZCTA5 38756,2648,73141
ZCTA5 56045,404,73141
ZCTA5 22134,1336,73140
ZCTA5 05033,1063,73140
ZCTA5 84781,57,73140
ZCTA5 98310,8785,73139
ZCTA5 13342,94,73139
ZCTA5 93927,4031,73138
ZCTA5 45874,909,73138
ZCTA5 39305,8229,73136
ZCTA5 25882,860,73134
ZCTA5 43407,181,73125
ZCTA5 12139,61,73125
ZCTA5 68524,2257,73124
ZCTA5 44669,579,73124
ZCTA5 12483,86,73120
ZCTA5 75661,929,73118
ZCTA5 91606,15548,73115
ZCTA5 42753,350,73114
ZCTA5 50482,319,73113
ZCTA5 37151,267,73112
ZCTA5 27556,126,73110
ZCTA5 68638,788,73106
ZCTA5 54446,1110,73100
ZCTA5 51053,477,73098
ZCTA5 96783,649,73096
ZCTA5 45826,161,73095
ZCTA5 27510,6595,73090
ZCTA5 33705,11210,73087
ZCTA5 77575,6013,73084
ZCTA5 05062,216,73083
ZCTA5 22650,326,73073
ZCTA5 40372,831,73072
ZCTA5 27042,143,73069
ZCTA5 44678,82,73068
ZCTA5 99773,40,73068
ZCTA5 44045,258,73067
ZCTA5 05833,73,73067
ZCTA5 48754,381,73065
ZCTA5 92234,19716,73063
ZCTA5 13750,359,73056
ZCTA5 72802,8430,73051
ZCTA5 98626,9991,73049
ZCTA5 25428,4683,73049
ZCTA5 42458,616,73048
ZCTA5 61733,405,73048
ZCTA5 16040,356,73048
ZCTA5 81023,548,73047
ZCTA5 92376,21559,73046
ZCTA5 66871,608,73045
ZCTA5 83870,131,73044
ZCTA5 11373,31255,73043
ZCTA5 04364,2539,73042
ZCTA5 79504,1280,73042
ZCTA5 03585,1020,73034
ZCTA5 55428,12645,73033
ZCTA5 77083,22584,73032
ZCTA5 76673,482,73031
ZCTA5 72564,105,73029
ZCTA5 27370,5456,73026
ZCTA5 99503,6167,73025
ZCTA5 19731,91,73025
ZCTA5 54487,4225,73024
ZCTA5 03276,3393,73024
ZCTA5 05035,302,73021
ZCTA5 95821,15470,73020
ZCTA5 58348,385,73020
ZCTA5 03103,14797,73014
ZCTA5 13730,1260,73013
ZCTA5 04538,924,73013
ZCTA5 12063,355,73010
ZCTA5 41538,44,73005
ZCTA5 33525,6875,73003
ZCTA5 01854,10061,73000
ZCTA5 46614,12535,72998
ZCTA5 47803,9141,72994
ZCTA5 44880,1009,72989
ZCTA5 05874,217,72987
ZCTA5 48446,12092,72980
ZCTA5 03813,1700,72979
ZCTA5 13367,3491,72978
ZCTA5 37013,36217,72977
ZCTA5 05158,452,72977
ZCTA5 18643,5657,72973
ZCTA5 46747,913,72973
ZCTA5 97110,577,72972
ZCTA5 65737,3126,72969
ZCTA5 80229,18495,72968
ZCTA5 47874,1349,72968
ZCTA5 53110,7875,72967
ZCTA5 62037,790,72965
ZCTA5 75156,6792,72962
ZCTA5 12953,4789,72962
ZCTA5 04551,291,72961
ZCTA5 68660,480,72959
ZCTA5 17857,3149,72956
ZCTA5 51535,746,72955
ZCTA5 78404,6271,72954
ZCTA5 27249,5198,72954
ZCTA5 59250,94,72953
ZCTA5 44657,3971,72951
ZCTA5 84066,4312,72950
ZCTA5 51449,887,72949
ZCTA5 53956,1248,72948
ZCTA5 50461,2400,72947
ZCTA5 33404,10437,72943
ZCTA5 78119,1869,72942
ZCTA5 48444,3753,72939
ZCTA5 49751,872,72933
ZCTA5 49519,10665,72931
ZCTA5 65583,4418,72930
ZCTA5 14837,2126,72928
ZCTA5 68654,249,72927
ZCTA5 93610,5016,72926
ZCTA5 32531,2404,72924
ZCTA5 49283,1053,72924
ZCTA5 18070,242,72924
ZCTA5 52247,1859,72922
ZCTA5 54758,1974,72917
ZCTA5 52217,232,72916
ZCTA5 66058,118,72914
ZCTA5 85927,78,72914
ZCTA5 84633,357,72911
ZCTA5 45220,6541,72910
ZCTA5 52301,1476,72906
ZCTA5 61830,185,72902
ZCTA5 64671,751,72894
ZCTA5 04473,3220,72888
ZCTA5 31549,822,72887
ZCTA5 18817,98,72886
ZCTA5 59088,557,72885
ZCTA5 75978,62,72879
ZCTA5 46582,5582,72875
ZCTA5 46705,771,72875
ZCTA5 57651,52,72875
ZCTA5 56544,2105,72874
ZCTA5 64686,118,72872
ZCTA5 74079,1574,72871
ZCTA5 71037,7077,72867
ZCTA5 98858,802,72865
ZCTA5 16433,2034,72862
ZCTA5 60033,4652,72860
ZCTA5 59914,136,72860
ZCTA5 53115,6508,72859
ZCTA5 55429,10026,72858
ZCTA5 56260,402,72857
ZCTA5 45750,11078,72856
ZCTA5 55075,8258,72854
ZCTA5 99006,5063,72853
ZCTA5 55702,218,72849
ZCTA5 30175,2025,72846
ZCTA5 61320,265,72845
ZCTA5 57226,790,72843
ZCTA5 05442,170,72842
ZCTA5 77619,5747,72838
ZCTA5 12134,1652,72838
ZCTA5 67570,514,72837
ZCTA5 42274,873,72833
ZCTA5 47564,543,72829
ZCTA5 71401,45,72829
ZCTA5 68779,1022,72827
ZCTA5 39576,2724,72825
ZCTA5 18642,1813,72823
ZCTA5 17364,1434,72823
ZCTA5 76574,6571,72822
ZCTA5 68765,475,72820
ZCTA5 29626,5314,72819
ZCTA5 52132,887,72813
ZCTA5 14111,1229,72812
ZCTA5 19611,3960,72810
ZCTA5 96826,14901,72808
ZCTA5 63089,2136,72806
ZCTA5 55615,142,72806
ZCTA5 54421,1445,72805
ZCTA5 43344,2326,72804
ZCTA5 49065,2628,72800
ZCTA5 83344,375,72800
ZCTA5 00901,3047,72799
ZCTA5 28570,8512,72793
ZCTA5 49237,1085,72788
ZCTA5 01843,8838,72787
ZCTA5 85306,8545,72781
ZCTA5 19122,6799,72780
ZCTA5 12087,342,72779
ZCTA5 45895,7605,72778
ZCTA5 99403,8534,72773
ZCTA5 16201,6987,72773
ZCTA5 56185,211,72772
ZCTA5 43072,2458,72771
ZCTA5 31744,1162,72771
ZCTA5 74061,744,72771
ZCTA5 54644,534,72770
ZCTA5 04210,10140,72769
ZCTA5 28805,9110,72768
ZCTA5 37034,2732,72767
ZCTA5 17823,490,72766
ZCTA5 64097,450,72766
ZCTA5 59260,40,72765
ZCTA5 73540,113,72762
ZCTA5 45690,6141,72761
ZCTA5 61536,1251,72761
ZCTA5 32920,5939,72760
ZCTA5 33189,7813,72759
ZCTA5 42082,665,72754
ZCTA5 60171,3642,72753
ZCTA5 14741,741,72750
ZCTA5 05079,355,72750
ZCTA5 77802,11116,72749
ZCTA5 37175,359,72749
ZCTA5 26385,1472,72748
ZCTA5 51436,414,72748
ZCTA5 13680,505,72746
ZCTA5 68822,2147,72738
ZCTA5 64755,995,72737
ZCTA5 58282,649,72737
ZCTA5 92102,15049,72736
ZCTA5 45504,6221,72735
ZCTA5 72941,1928,72734
ZCTA5 45729,584,72734
ZCTA5 04401,18801,72733
ZCTA5 03451,1615,72733
ZCTA5 14420,7457,72724
ZCTA5 28754,3935,72724
ZCTA5 36036,764,72724
ZCTA5 17006,325,72723
ZCTA5 64118,17207,72722
ZCTA5 54558,1063,72722
ZCTA5 97016,2615,72720
ZCTA5 23608,15509,72715
ZCTA5 56701,5607,72715
ZCTA5 27939,1220,72714
ZCTA5 35984,833,72712
ZCTA5 28262,18277,72711
ZCTA5 71241,3582,72711
ZCTA5 56264,856,72705
ZCTA5 77707,6839,72703
ZCTA5 68030,289,72703
ZCTA5 59485,200,72703
ZCTA5 83464,117,72703
ZCTA5 13045,10613,72698
ZCTA5 69347,579,72698
ZCTA5 13797,889,72697
ZCTA5 28080,2730,72696
ZCTA5 52032,632,72696
ZCTA5 32218,22441,72693
ZCTA5 35210,6025,72691
ZCTA5 54498,859,72691
ZCTA5 13801,655,72689
ZCTA5 05827,116,72689
ZCTA5 73625,231,72687
ZCTA5 44255,2984,72686
ZCTA5 45771,1407,72686
ZCTA5 13673,896,72684
ZCTA5 76491,211,72683
ZCTA5 55430,7621,72681
ZCTA5 05042,203,72680
ZCTA5 15689,79,72678
ZCTA5 32720,12430,72676
ZCTA5 33875,4883,72675
ZCTA5 83801,2534,72674
ZCTA5 35750,5183,72673
ZCTA5 62246,3655,72672
ZCTA5 77063,19782,72669
ZCTA5 75102,463,72668
ZCTA5 98903,5711,72665
ZCTA5 25168,1449,72665
ZCTA5 49347,603,72665
ZCTA5 72753,3659,72664
ZCTA5 78758,21851,72663
ZCTA5 23294,7895,72660
ZCTA5 75647,4466,72658
ZCTA5 10040,16100,72654
ZCTA5 59648,210,72651
ZCTA5 57467,96,72649
ZCTA5 12209,4072,72646
ZCTA5 13140,1739,72646
ZCTA5 80622,37,72646
ZCTA5 51560,781,72643
ZCTA5 31016,595,72643
ZCTA5 68005,9241,72640
ZCTA5 70454,10697,72636
ZCTA5 79007,4661,72636
ZCTA5 61348,1845,72636
ZCTA5 77962,1094,72636
ZCTA5 43533,746,72635
ZCTA5 47468,708,72632
ZCTA5 83815,15252,72630
ZCTA5 13320,766,72630
ZCTA5 99167,322,72627
ZCTA5 65708,4646,72623
ZCTA5 76367,3638,72623
ZCTA5 05733,2632,72623
ZCTA5 16673,2165,72622
ZCTA5 85925,1662,72617
ZCTA5 75571,1101,72617
ZCTA5 14569,2710,72615
ZCTA5 50278,308,72614
ZCTA5 56352,2436,72610
ZCTA5 55790,837,72610
ZCTA5 66451,649,72610
ZCTA5 97525,1909,72609
ZCTA5 51201,2524,72605
ZCTA5 56266,573,72605
ZCTA5 12901,13449,72604
ZCTA5 04956,294,72602
ZCTA5 15131,3890,72600
ZCTA5 67865,413,72595
ZCTA5 43932,393,72595
ZCTA5 15920,310,72594
ZCTA5 45885,5313,72593
ZCTA5 62001,682,72592
ZCTA5 35473,6483,72591
ZCTA5 65065,2532,72589
ZCTA5 27814,698,72589
ZCTA5 56098,840,72587
ZCTA5 76058,6917,72585
ZCTA5 18641,3034,72583
ZCTA5 77864,2767,72581
ZCTA5 83676,1868,72578
ZCTA5 48195,12454,72575
ZCTA5 14423,1870,72574
ZCTA5 50460,157,72568
ZCTA5 17960,1795,72567
ZCTA5 17243,512,72565
ZCTA5 79605,10980,72564
ZCTA5 88007,8618,72559
ZCTA5 37184,2592,72558
ZCTA5 30830,4412,72557
ZCTA5 57384,462,72555
ZCTA5 56318,428,72555
ZCTA5 71268,1017,72546
ZCTA5 76401,10557,72544
ZCTA5 56284,777,72543
ZCTA5 54494,11949,72538
ZCTA5 77328,5620,72534
ZCTA5 62514,156,72534
ZCTA5 13032,4577,72533
ZCTA5 35045,5759,72532
ZCTA5 75672,5937,72531
ZCTA5 48638,5607,72529
ZCTA5 36079,3462,72526
ZCTA5 55069,1882,72523
ZCTA5 61570,726,72520
ZCTA5 62689,249,72519
ZCTA5 73028,1482,72518
ZCTA5 77480,3251,72517
ZCTA5 54442,465,72515
ZCTA5 16695,415,72514
ZCTA5 14767,788,72512
ZCTA5 04239,1856,72511
ZCTA5 38472,1126,72509
ZCTA5 16412,4347,72507
ZCTA5 56756,216,72503
ZCTA5 17038,3429,72495
ZCTA5 13402,693,72493
ZCTA5 68961,289,72493
ZCTA5 59222,110,72493
ZCTA5 26003,17344,72490
ZCTA5 02914,9073,72487
ZCTA5 80620,6139,72487
ZCTA5 68716,430,72484
ZCTA5 61531,1315,72477
ZCTA5 46526,11799,72476
ZCTA5 62075,1414,72476
ZCTA5 30563,1940,72475
ZCTA5 16750,189,72475
ZCTA5 77979,6428,72469
ZCTA5 45062,227,72468
ZCTA5 59301,4702,72466
ZCTA5 13074,1659,72465
ZCTA5 43345,375,72463
ZCTA5 52556,5079,72461
ZCTA5 55795,626,72460
ZCTA5 58639,802,72459
ZCTA5 77562,3600,72456
ZCTA5 36078,5213,72455
ZCTA5 30512,9533,72454
ZCTA5 14055,651,72454
ZCTA5 82082,790,72452
ZCTA5 45672,476,72451
ZCTA5 13312,167,72449
ZCTA5 61265,18674,72448
ZCTA5 14521,1085,72446
ZCTA5 12870,786,72446
ZCTA5 80821,429,72446
ZCTA5 48127,12614,72443
ZCTA5 65804,18828,72440
ZCTA5 81137,2096,72438
ZCTA5 12189,8565,72437
ZCTA5 59871,105,72437
ZCTA5 65240,3408,72435
ZCTA5 59918,270,72435
ZCTA5 29470,1664,72433
ZCTA5 75153,151,72427
ZCTA5 27856,5893,72426
ZCTA5 49228,2110,72424
ZCTA5 14129,549,72423
ZCTA5 68947,285,72422
ZCTA5 52078,223,72422
ZCTA5 15224,5871,72419
ZCTA5 46104,362,72415
ZCTA5 80747,167,72414
ZCTA5 82835,168,72413
ZCTA5 50149,371,72407
ZCTA5 80469,187,72406
ZCTA5 84330,145,72406
ZCTA5 56216,338,72405
ZCTA5 69348,566,72401
ZCTA5 80521,12404,72399
ZCTA5 19545,341,72399
ZCTA5 71227,1497,72398
ZCTA5 68004,423,72393
